SYMBOL,SERIES,Adjusted 52_Week_High,52_Week_High_Date,Adjusted 52_Week_Low,52_Week_Low_DT
20MICRONS,EQ,74.9,25-May-21,25.35,22-Sep-20
21STCENMGM,EQ,25.8,09-Jul-21,9.45,19-Oct-20
3IINFOTECH,BE,11.55,22-Jun-21,2.2,07-Aug-20
3MINDIA,EQ,31000,01-Apr-21,18024.25,23-Sep-20
3PLAND,BE,18.8,13-Jul-21,5.8,12-Oct-20
5PAISA,EQ,580,15-Jul-21,235.65,31-Mar-21
63MOONS,EQ,114.8,23-Jul-21,65,28-Sep-20
A2ZINFRA,EQ,6.55,07-Jul-21,3.45,20-Oct-20
AAKASH,EQ,282,28-Jul-21,48.35,30-Sep-20
AAREYDRUGS,EQ,-,-,-,-
AARON,EQ,136,29-Jul-21,28,12-Nov-20
AARTIDRUGS,EQ,1026.95,08-Oct-20,435,05-Aug-20
AARTIIND,EQ,987,03-Aug-21,483.23,16-Oct-20
AARTISURF,EQ,1799.8,05-Aug-21,257.65,05-Aug-20
AARVEEDEN,EQ,29.95,03-Aug-21,9.3,05-Nov-20
AARVI,EQ,78.4,14-Jul-21,27,10-Aug-20
AAVAS,EQ,3074.35,06-Jul-21,1283.05,09-Sep-20
ABAN,EQ,52.5,09-Jun-21,21.1,28-Oct-20
ABB,EQ,1857,30-Jun-21,846.6,25-Sep-20
ABBOTINDIA,EQ,19994.7,02-Aug-21,13959.8,02-Feb-21
ABCAPITAL,EQ,139.7,09-Mar-21,56.8,06-Aug-20
ABFRL,EQ,234.5,30-Jul-21,117,12-Aug-20
ABSLBANETF,EQ,420,24-Feb-21,193.9,28-Oct-20
ABSLNN50ET,EQ,459.4,06-Jul-21,265.7,04-Nov-20
ACC,EQ,2454.95,04-Aug-21,1289,07-Sep-20
ACCELYA,EQ,1539.4,14-Jul-21,800,05-Nov-20
ACCURACY,EQ,105.2,05-Aug-21,31.25,11-Dec-20
ACE,EQ,271.9,27-Jul-21,56,10-Aug-20
ACRYSIL,EQ,700,03-Aug-21,181.25,25-Jan-21
ADANIENT,EQ,1717.2,07-Jun-21,177.5,06-Aug-20
ADANIGREEN,BE,1390,25-May-21,340.1,06-Aug-20
ADANIPORTS,EQ,901,09-Jun-21,312.1,24-Sep-20
ADANIPOWER,BE,166.9,09-Jun-21,34.5,22-Oct-20
ADANITRANS,BE,1644.95,07-Jun-21,230,06-Aug-20
ADFFOODS,EQ,1094.7,19-May-21,334.2,01-Sep-20
ADL,BE,45.3,28-Jun-21,16.1,17-Nov-20
ADORWELD,EQ,880.2,16-Jul-21,231.95,06-Aug-20
ADROITINFO,BE,14.75,06-Jul-21,4.6,23-Sep-20
ADSL,EQ,74.95,27-May-21,17.75,06-Aug-20
ADVANIHOTR,EQ,84,05-Aug-21,37.95,19-Oct-20
ADVENZYMES,EQ,503.7,19-May-21,196,31-Aug-20
AEGISCHEM,EQ,387.9,11-Jun-21,183.85,17-Aug-20
AFFLE,BE,6285.65,05-Mar-21,1783.9,05-Aug-20
AGARIND,EQ,385.15,04-Aug-21,74.1,06-Nov-20
AGCNET,BE,1750,27-Apr-21,297.35,11-Aug-20
AGRITECH,EQ,54.75,04-Aug-21,25.35,12-Oct-20
AGROPHOS,EQ,21,17-Dec-20,7.45,06-Nov-20
AHLADA,EQ,248,04-Aug-21,61.15,10-Feb-21
AHLEAST,EQ,223,26-Jul-21,127.05,12-Nov-20
AHLUCONT,EQ,430,19-Jul-21,203.55,02-Nov-20
AHLWEST,EQ,339.4,08-Dec-20,191,19-Apr-21
AIAENG,EQ,2234,21-Jan-21,1584,11-Aug-20
AIRAN,BE,35.95,24-Jun-21,10.5,03-Nov-20
AJANTPHARM,EQ,2435,29-Jul-21,1424.5,01-Sep-20
AJMERA,BE,349,04-Aug-21,76.3,05-Aug-20
AJOONI,EQ,75.7,31-May-21,41.9,07-May-21
AKASH,EQ,281,10-Nov-20,157.9,23-Apr-21
AKG,EQ,112.7,16-Mar-21,24.15,04-Aug-21
AKSHARCHEM,EQ,497.7,13-Jul-21,197.15,13-Nov-20
AKSHOPTFBR,BE,13.85,15-Jul-21,4.7,10-Aug-20
AKZOINDIA,EQ,2530,22-Jan-21,1856,10-Aug-20
ALANKIT,EQ,27.2,30-Jun-21,12.65,19-Apr-21
ALBERTDAVD,EQ,622.9,20-Jul-21,374,25-Mar-21
ALEMBICLTD,EQ,143.3,04-May-21,81.3,25-Aug-20
ALICON,EQ,854.7,20-Jul-21,271.95,05-Aug-20
ALKALI,EQ,96.7,16-Jul-21,41.1,09-Sep-20
ALKEM,EQ,3558.9,16-Jul-21,2540.05,24-Mar-21
ALKYLAMINE,EQ,4749,27-Jul-21,954,07-Aug-20
ALLCARGO,EQ,217.7,03-Aug-21,95.05,07-Aug-20
ALLSEC,EQ,558.4,12-Jul-21,190.25,05-Aug-20
ALMONDZ,EQ,72.75,15-Jul-21,8.9,17-Aug-20
ALOKINDS,EQ,44.3,07-Aug-20,18.65,01-Oct-20
ALPA,EQ,73.4,23-Apr-21,24.65,18-Aug-20
ALPHAGEO,EQ,366,03-Aug-21,142.85,02-Nov-20
ALPSINDUS,BE,3.8,24-Jun-21,0.9,07-Dec-20
AMARAJABAT,EQ,1025.55,15-Jan-21,693.15,29-Jul-21
AMBER,EQ,3662,05-Mar-21,1642.2,12-Aug-20
AMBICAAGAR,EQ,39,14-May-21,11.95,22-Apr-21
AMBIKCO,EQ,1732.5,03-Aug-21,606.1,24-Sep-20
AMBUJACEM,EQ,427.4,04-Aug-21,197.45,24-Sep-20
AMDIND,EQ,33.65,07-Jul-21,13.65,05-Aug-20
AMJLAND,EQ,40.4,03-Aug-21,16.7,31-Aug-20
AMRUTANJAN,EQ,804.9,27-May-21,400.25,16-Oct-20
ANANTRAJ,BE,73.95,15-Jul-21,16.75,09-Nov-20
ANDHRACEMT,BE,37.2,04-Aug-21,4.2,19-Oct-20
ANDHRAPAP,EQ,283.7,06-Jul-21,177.55,25-Sep-20
ANDHRSUGAR,EQ,638,30-Jun-21,271,04-Nov-20
ANDREWYU,EQ,29.7,05-Aug-21,28,05-Aug-21
ANGELBRKG,EQ,1475,19-Jul-21,222.2,21-Oct-20
ANIKINDS,EQ,27.1,08-Jul-21,10.6,06-May-21
ANKITMETAL,BE,2.3,02-Aug-21,0.65,19-Aug-20
ANMOL,EQ,197,07-Jun-21,136,28-Jun-21
ANSALAPI,EQ,13.55,06-Jan-21,3.6,25-Sep-20
ANSALHSG,EQ,11.55,15-Jul-21,3.65,09-Nov-20
ANUP,EQ,1076,30-Jul-21,478.2,05-Aug-20
ANURAS,EQ,848.05,12-Jul-21,474,31-Mar-21
APARINDS,EQ,723,28-Jul-21,280.6,19-Oct-20
APCL,EQ,531.95,20-Jul-21,136.6,31-Aug-20
APCOTEXIND,EQ,385,20-May-21,111,06-Aug-20
APEX,EQ,434.85,06-Jul-21,199.95,30-Mar-21
APLAPOLLO,EQ,1849.85,28-Jul-21,399.07,05-Aug-20
APLLTD,EQ,1145,17-Dec-20,773.8,30-Jul-21
APOLLO,EQ,155.9,11-Jan-21,86.5,12-Apr-21
APOLLOHOSP,EQ,4225,03-Aug-21,1585.05,10-Sep-20
APOLLOPIPE,EQ,1410,02-Aug-21,324.5,05-Aug-20
APOLLOTYRE,EQ,261.25,04-Mar-21,109.55,09-Sep-20
APOLSINHOT,EQ,990,25-May-21,460,24-Sep-20
APTECHT,EQ,296.9,02-Aug-21,108,06-Aug-20
ARCHIDPLY,BE,46.4,04-Jan-21,22.65,30-Oct-20
ARCHIES,BE,29.25,20-Jul-21,9.35,23-Apr-21
ARENTERP,EQ,19.5,28-Jul-21,9.3,29-Oct-20
ARIES,EQ,193.9,15-Jul-21,58.2,05-Aug-20
ARIHANT,EQ,31.35,14-Jun-21,14.2,07-Aug-20
ARIHANTCAP,EQ,189.25,16-Jul-21,111.25,18-Jun-21
ARIHANTSUP,EQ,117.45,05-Aug-21,17.7,16-Oct-20
ARMANFIN,EQ,817,15-Dec-20,430,12-Aug-20
AROGRANITE,EQ,78.3,02-Aug-21,22.95,06-Aug-20
ARROWGREEN,EQ,183,18-Jun-21,39,05-Aug-20
ARSHIYA,EQ,42.75,08-Mar-21,9.4,06-Aug-20
ARSSINFRA,EQ,37.5,28-May-21,11.6,06-Aug-20
ARTEMISMED,EQ,407.95,04-Aug-21,135,18-Sep-20
ARVEE,BE,215.95,14-May-21,43.55,22-Mar-21
ARVIND,EQ,115.55,29-Jul-21,28.65,24-Sep-20
ARVINDFASN,EQ,229.8,05-Aug-21,120.5,24-Sep-20
ARVSMART,EQ,141.5,23-Jul-21,78.4,07-Aug-20
ASAHIINDIA,EQ,408.3,30-Jul-21,169.25,05-Aug-20
ASAHISONG,EQ,447,04-Aug-21,169.75,01-Sep-20
ASAL,BE,82.3,02-Jul-21,17.25,05-Aug-20
ASALCBR,EQ,516,05-Jul-21,230.6,05-Aug-20
ASHAPURMIN,BE,176.8,11-May-21,40.05,05-Aug-20
ASHIANA,EQ,187,02-Aug-21,58.15,05-Aug-20
ASHIMASYN,EQ,21.4,16-Jun-21,5.2,12-Aug-20
ASHOKA,EQ,118.6,17-Feb-21,53.85,05-Aug-20
ASHOKLEY,EQ,143.3,03-Aug-21,48.85,07-Aug-20
ASIANHOTNR,EQ,104.8,07-Jun-21,47.6,15-Oct-20
ASIANPAINT,EQ,3179.5,20-Jul-21,1712.5,05-Aug-20
ASIANTILES,EQ,314.9,21-Sep-20,138.15,30-Mar-21
ASPINWALL,EQ,268.3,26-Jul-21,93.75,12-Oct-20
ASTEC,EQ,1530,24-May-21,901,14-Aug-20
ASTERDM,EQ,180,20-Nov-20,118.35,10-Sep-20
ASTRAL,EQ,2630,12-Mar-21,936,05-Aug-20
ASTRAMICRO,EQ,187.5,15-Jul-21,103.5,03-Nov-20
ASTRAZEN,EQ,4970,08-Sep-20,3005,31-Mar-21
ASTRON,EQ,74.5,14-Jul-21,36.55,31-Aug-20
ATFL,EQ,1144,20-Jul-21,593.2,05-Aug-20
ATGL,BE,1679,03-Jun-21,152.55,06-Aug-20
ATLANTA,BE,19.2,15-Jul-21,6,14-Oct-20
ATUL,EQ,9660,02-Jul-21,5080,06-Aug-20
ATULAUTO,EQ,237,13-Jul-21,151.7,04-Nov-20
AUBANK,EQ,1354.4,30-Mar-21,616.7,24-Sep-20
AURIONPRO,BE,238,26-Jul-21,48.15,06-Aug-20
AUROPHARMA,EQ,1063.9,11-May-21,738.05,24-Sep-20
AUSOMENT,BE,118,16-Jul-21,27.3,06-Aug-20
AUTOAXLES,EQ,1563.95,27-Jul-21,526.5,05-Aug-20
AUTOIND,EQ,79.4,04-Aug-21,26,24-Sep-20
AVADHSUGAR,EQ,548,29-Jun-21,156.05,05-Apr-21
AVANTIFEED,EQ,674.85,06-Jul-21,410,31-Mar-21
AVTNPL,EQ,84.75,13-Jul-21,39.4,02-Sep-20
AWHCL,EQ,489.9,01-Jan-21,241,31-Mar-21
AXISBANK,EQ,799,16-Feb-21,400.15,25-Sep-20
AXISBNKETF,EQ,393.2,05-Aug-21,241.11,19-Nov-20
AXISBPSETF,EQ,10.48,02-Aug-21,10.07,18-May-21
AXISCADES,EQ,106.1,13-Jul-21,39.5,31-Mar-21
AXISGOLD,EQ,50.8,13-Nov-20,36.1,22-Jul-21
AXISHCETF,EQ,100,21-May-21,82.53,31-May-21
AXISNIFTY,EQ,194.8,09-Jun-21,111.47,24-Sep-20
AXISTECETF,EQ,332.5,14-Jun-21,250.95,03-May-21
AYMSYNTEX,EQ,86.75,30-Jul-21,22.3,07-Aug-20
BAFNAPH,EQ,233.55,18-Dec-20,21.3,10-Aug-20
BAGFILMS,EQ,4.3,09-Jul-21,1.9,13-Apr-21
BAJAJ-AUTO,EQ,4361.4,04-Feb-21,2822.45,02-Nov-20
BAJAJCON,EQ,324,19-Apr-21,163,10-Sep-20
BAJAJELEC,EQ,1224,29-Apr-21,418.3,11-Aug-20
BAJAJFINSV,EQ,14925,29-Jul-21,5400,24-Sep-20
BAJAJHIND,BE,24.65,06-Jul-21,4.35,06-Nov-20
BAJAJHLDNG,EQ,4080,02-Aug-21,2212.65,27-Oct-20
BAJFINANCE,EQ,6477.45,04-Aug-21,3006.9,24-Sep-20
BALAJITELE,EQ,101.8,07-Aug-20,50.25,20-Apr-21
BALAMINES,EQ,3619,03-Aug-21,601,05-Aug-20
BALAXI,EQ,1080.2,14-Oct-20,262,05-Aug-20
BALKRISIND,EQ,2559.2,04-Aug-21,1237.5,09-Sep-20
BALLARPUR,BZ,2.9,07-Aug-20,0.9,15-Oct-20
BALMLAWRIE,EQ,169.75,09-Mar-21,97.1,24-Sep-20
BALPHARMA,EQ,137.7,28-Apr-21,41.2,01-Sep-20
BALRAMCHIN,EQ,386.8,29-Jul-21,125.05,05-Aug-20
BANARBEADS,EQ,100.2,28-Jul-21,41.55,06-Aug-20
BANARISUG,EQ,2175,11-May-21,1259,21-Sep-20
BANCOINDIA,EQ,199.9,25-Jun-21,78.7,05-Aug-20
BANDHANBNK,EQ,430.7,11-Dec-20,251.4,25-Sep-20
BANG,BE,53.8,14-Jul-21,15.2,10-Aug-20
BANKA,EQ,86.45,18-May-21,34.75,29-Oct-20
BANKBARODA,EQ,99.85,19-Feb-21,39.5,25-Sep-20
BANKBEES,EQ,392.5,19-Jul-21,205.86,25-Sep-20
BANKINDIA,EQ,101.4,19-Feb-21,38.2,30-Oct-20
BANSWRAS,EQ,256.6,04-Aug-21,60.3,12-Aug-20
BARBEQUE,EQ,1064.85,05-Aug-21,481.85,07-Apr-21
BARTRONICS,BZ,5.05,12-Jan-21,1.35,14-Nov-20
BASF,EQ,2959.95,02-Aug-21,1266.25,12-Aug-20
BASML,EQ,114.05,30-Jul-21,38.5,05-Aug-20
BATAINDIA,EQ,1737,03-Aug-21,1213.8,13-Aug-20
BAYERCROP,EQ,6601.25,21-Sep-20,4921.7,25-Mar-21
BBL,EQ,1514,13-Jul-21,650,19-Oct-20
BBTC,EQ,1565,10-Aug-20,1101,26-Mar-21
BCG,BE,55.7,28-Jul-21,4.7,26-Nov-20
BCLIND,EQ,289.7,02-Jul-21,98,05-Apr-21
BCP,EQ,8.7,11-Dec-20,2.85,30-Mar-21
BDL,EQ,481.7,14-Aug-20,280.4,22-Sep-20
BEARDSELL,EQ,18.6,03-Aug-21,7.2,11-Aug-20
BECTORFOOD,EQ,624,28-Dec-20,328.4,30-Mar-21
BEDMUTHA,BE,43.4,30-Jul-21,13.55,17-Aug-20
BEL,EQ,191.7,29-Jul-21,86.35,29-Oct-20
BEML,EQ,1542.2,09-Mar-21,584.4,23-Sep-20
BEPL,EQ,209.5,04-Aug-21,41.8,05-Aug-20
BERGEPAINT,EQ,872.95,22-Jul-21,523.2,05-Aug-20
BESTAGRO,EQ,615,04-Aug-21,202.35,19-May-21
BFINVEST,EQ,445,19-Jul-21,252.95,04-Nov-20
BFUTILITIE,EQ,539,19-Jul-21,215.15,24-Sep-20
BGRENERGY,EQ,76.8,22-Jun-21,30.8,02-Nov-20
BHAGERIA,EQ,296.85,15-Jul-21,118.65,05-Aug-20
BHAGYANGR,EQ,60,25-May-21,15.75,05-Aug-20
BHAGYAPROP,EQ,34.4,09-Apr-21,20.5,01-Dec-20
BHANDARI,EQ,4.65,20-Jan-21,1,08-Oct-20
BHARATFORG,EQ,832,13-Jul-21,393.4,05-Aug-20
BHARATGEAR,EQ,138,05-Aug-21,39.25,06-Aug-20
BHARATRAS,EQ,15131.7,30-Jun-21,8480,16-Oct-20
BHARATWIRE,BE,85,02-Aug-21,19.7,05-Aug-20
BHARTIARTL,EQ,623,04-Feb-21,394,19-Oct-20
BHEL,EQ,79.55,09-Jun-21,26.75,16-Oct-20
BIGBLOC,EQ,177.35,18-Dec-20,38,19-Aug-20
BIL,EQ,264.9,16-Jun-21,112.65,05-Aug-20
BINDALAGRO,EQ,35.6,14-Jul-21,9.8,07-Aug-20
BIOCON,EQ,487.75,23-Dec-20,363.25,01-Feb-21
BIOFILCHEM,EQ,356.1,14-Dec-20,21.25,07-Aug-20
BIRLACABLE,BE,123,22-Jun-21,46.05,06-Aug-20
BIRLACORPN,EQ,1585,23-Jul-21,575.2,09-Sep-20
BIRLAMONEY,EQ,88.8,15-Jul-21,34.35,06-Aug-20
BIRLATYRE,EQ,43.05,15-Dec-20,18.5,20-Oct-20
BKMINDST,BE,1.6,05-Aug-21,0.55,17-Nov-20
BLBLIMITED,EQ,15.2,04-Aug-21,3.9,05-Aug-20
BLISSGVS,EQ,221,30-Dec-20,91.65,19-Apr-21
BLKASHYAP,EQ,29.95,05-Aug-21,4.9,29-Oct-20
BLS,EQ,168.85,03-Aug-21,71.5,23-Nov-20
BLUEDART,EQ,6177.5,27-May-21,1873.05,17-Aug-20
BLUESTARCO,EQ,976.6,26-Mar-21,479.75,05-Aug-20
BODALCHEM,EQ,128.3,27-Jul-21,59.2,03-Nov-20
BOMDYEING,EQ,112.8,29-Jul-21,60.3,24-Sep-20
BOROLTD,EQ,254,31-Dec-20,130,14-Oct-20
BORORENEW,BE,333,29-Jul-21,67.5,24-Sep-20
BOSCHLTD,EQ,16830.05,04-Feb-21,11265.05,18-Nov-20
BPCL,EQ,493.9,09-Jun-21,325,15-Oct-20
BPL,EQ,44,13-Jul-21,15.85,25-Sep-20
BRFL,BE,15.4,01-Sep-20,6.25,20-Apr-21
BRIGADE,EQ,358,15-Jul-21,135.95,06-Aug-20
BRITANNIA,EQ,4005,10-Aug-20,3317.3,22-Feb-21
BRNL,EQ,41.55,15-Jul-21,25.75,19-Apr-21
BROOKS,EQ,113.9,27-May-21,31.5,10-Aug-20
BSE,EQ,1410,20-Jul-21,466,04-Nov-20
BSHSL,BE,355.7,26-Jul-21,75.2,07-Dec-20
BSL,EQ,75.35,02-Aug-21,22.2,07-Sep-20
BSLGOLDETF,EQ,5445,07-Aug-20,4033.1,31-Mar-21
BSLNIFTY,EQ,195.2,12-Apr-21,118.5,25-Sep-20
BSOFT,EQ,434.85,16-Jul-21,122.25,05-Aug-20
BURGERKING,EQ,213.8,17-Dec-20,108.4,14-Dec-20
BURNPUR,BE,3.8,26-May-21,1.15,07-Aug-20
BUTTERFLY,BE,925,24-May-21,120.5,06-Aug-20
BVCL,BE,27.3,05-Aug-21,12.35,15-Oct-20
BYKE,EQ,35.45,31-May-21,11.75,09-Sep-20
CADILAHC,EQ,673.7,12-May-21,358,11-Sep-20
CALSOFT,BE,21.25,16-Jun-21,6.65,09-Oct-20
CAMLINFINE,EQ,230.8,19-Jul-21,77.5,05-Aug-20
CAMS,EQ,3740.65,15-Jul-21,1260,04-Nov-20
CANBK,EQ,174.6,18-Feb-21,82.25,25-Sep-20
CANDC,BZ,7.75,04-Jan-21,1.95,19-Oct-20
CANFINHOME,EQ,619.9,01-Apr-21,361.35,31-Aug-20
CANTABIL,EQ,460.6,24-Jun-21,283.5,01-Sep-20
CAPACITE,EQ,252,02-Aug-21,94.5,10-Aug-20
CAPLIPOINT,EQ,1034.8,27-Jul-21,401,31-Mar-21
CAPTRUST,EQ,149,12-Mar-21,50,10-Nov-20
CARBORUNIV,EQ,749.9,02-Aug-21,232,22-Oct-20
CAREERP,EQ,191,15-Jan-21,117.5,22-Apr-21
CARERATING,EQ,791,02-Jul-21,296.15,30-Oct-20
CASTROLIND,EQ,154.9,07-Jun-21,104,15-Oct-20
CCHHL,BE,9.45,28-Jul-21,2.7,25-Sep-20
CCL,EQ,494.8,27-Jul-21,226.35,05-Apr-21
CDSL,BE,1579,19-Jul-21,347.25,07-Aug-20
CEATLTD,EQ,1763,04-Feb-21,861,17-Aug-20
CEBBCO,BE,43.25,13-Jul-21,11.7,05-Aug-20
CELEBRITY,EQ,15,03-Aug-21,3.6,07-Aug-20
CENTENKA,EQ,517.9,03-Aug-21,153.75,05-Aug-20
CENTEXT,EQ,11.8,17-Jun-21,3.1,22-Sep-20
CENTRALBK,EQ,29.65,30-Jun-21,10.1,16-Oct-20
CENTRUM,EQ,58.5,21-Jun-21,12.75,05-Aug-20
CENTUM,EQ,562.5,28-Jul-21,260,29-Oct-20
CENTURYPLY,EQ,459,28-Jul-21,130.25,14-Aug-20
CENTURYTEX,EQ,834.7,02-Aug-21,298.75,05-Aug-20
CERA,EQ,4895,10-Jun-21,2121,06-Aug-20
CEREBRAINT,EQ,67.5,11-Jun-21,26.8,18-Aug-20
CESC,EQ,870.9,14-Jul-21,555.1,02-Nov-20
CGCL,EQ,578.4,23-Jun-21,197.65,17-Aug-20
CGPOWER,BE,91.95,10-May-21,9.7,05-Aug-20
CHALET,EQ,217.7,07-Dec-20,122.65,19-Apr-21
CHAMBLFERT,EQ,326.35,04-Aug-21,133.25,09-Sep-20
CHEMBOND,EQ,264.75,04-Aug-21,139,15-Oct-20
CHEMCON,EQ,731.25,01-Oct-20,398,29-Oct-20
CHEMFAB,EQ,194.4,14-Jul-21,115,01-Mar-21
CHENNPETRO,EQ,151.8,30-Jun-21,63.8,19-Oct-20
CHOLAFIN,EQ,600.95,30-Apr-21,202.05,06-Aug-20
CHOLAHLDNG,EQ,711,09-Jun-21,325,05-Aug-20
CIGNITITEC,EQ,678,02-Jul-21,259.85,06-Aug-20
CINELINE,EQ,94.95,05-Aug-21,23.3,05-Aug-20
CINEVISTA,BE,18.8,15-Jul-21,5.05,07-Aug-20
CIPLA,EQ,997,30-Jun-21,704.4,08-Sep-20
CLEAN,EQ,1779,22-Jul-21,1555.05,19-Jul-21
CLEDUCATE,EQ,167.3,02-Aug-21,36.25,05-Aug-20
CLNINDIA,EQ,631.85,30-Jul-21,288,02-Nov-20
CLSEL,EQ,155,13-Jul-21,120,01-Jun-21
CMICABLES,EQ,68.4,26-Feb-21,29.2,14-Nov-20
COALINDIA,EQ,165,11-Jun-21,109.55,15-Oct-20
COCHINSHIP,EQ,433.9,16-Jun-21,303.6,24-Sep-20
COFFEEDAY,EQ,49.65,06-Jul-21,20.2,24-May-21
COFORGE,EQ,5230,30-Jul-21,1880.5,01-Sep-20
COLPAL,EQ,1823.4,26-Jul-21,1322.15,22-Sep-20
COMPINFO,EQ,35,12-Jul-21,11.25,18-Aug-20
COMPUSOFT,EQ,16.7,20-Jul-21,6.85,05-Nov-20
CONCOR,EQ,748,07-Jun-21,351,05-Oct-20
CONFIPET,EQ,68.45,12-Jul-21,17.1,06-Aug-20
CONSOFINVT,EQ,136.95,15-Jul-21,26.55,17-Aug-20
CONTROLPR,EQ,412,13-Jul-21,200.3,15-Oct-20
CORALFINAC,EQ,58.75,15-Jul-21,17.3,30-Oct-20
CORDSCABLE,EQ,83.55,25-Jun-21,32.8,05-Aug-20
COROMANDEL,EQ,956,25-Jun-21,682,19-Oct-20
COSMOFILMS,EQ,1483.5,05-Aug-21,375,01-Sep-20
COUNCODOS,EQ,4.8,12-Jan-21,1.1,12-Oct-20
COX&KINGS,BZ,2.7,24-Jun-21,1.05,12-May-21
CPSEETF,EQ,28.5,19-Jul-21,15.65,16-Oct-20
CRAFTSMAN,EQ,2176,13-Jul-21,1245,22-Apr-21
CREATIVE,BE,256.4,05-Aug-21,83.9,20-May-21
CREDITACC,EQ,839.95,01-Dec-20,542.1,19-Apr-21
CREST,BE,146.8,08-Jul-21,61.7,05-Aug-20
CRISIL,EQ,3330,20-Jul-21,1690,13-Oct-20
CROMPTON,EQ,498.85,03-Aug-21,245.35,05-Aug-20
CSBBANK,EQ,374,05-Jul-21,189.95,06-Aug-20
CTE,EQ,96.95,03-Aug-21,18,05-Aug-20
CUB,EQ,200,18-Nov-20,115.6,05-Aug-20
CUBEXTUB,EQ,35.25,06-Jul-21,10.15,10-Nov-20
CUMMINSIND,EQ,934.25,01-Apr-21,401.4,05-Aug-20
CUPID,EQ,296.75,26-Aug-20,190.25,10-Nov-20
CYBERMEDIA,BE,19.4,08-Mar-21,2.3,16-Dec-20
CYBERTECH,EQ,208.4,22-Jul-21,48.05,05-Aug-20
CYIENT,EQ,1092,16-Jul-21,325.2,05-Aug-20
DAAWAT,EQ,90.5,24-May-21,47.3,25-Sep-20
DABUR,EQ,619.8,03-Aug-21,470.9,31-Aug-20
DALBHARAT,EQ,2375,26-Jul-21,652.3,01-Sep-20
DALMIASUG,EQ,516.55,02-Aug-21,121,24-Sep-20
DAMODARIND,BE,57.55,02-Jul-21,21,22-Oct-20
DANGEE,EQ,192.5,13-Jul-21,105.95,28-Jan-21
DATAMATICS,EQ,330,22-Jul-21,54,05-Aug-20
DBCORP,EQ,125,09-Jun-21,72.5,05-Aug-20
DBL,EQ,719.9,04-Mar-21,296.2,05-Aug-20
DBREALTY,EQ,31.55,19-Jul-21,6.1,16-Oct-20
DBSTOCKBRO,EQ,20.05,03-Jun-21,7.5,27-Apr-21
DCAL,EQ,235.3,20-Jul-21,102.5,25-Mar-21
DCBBANK,EQ,126.5,06-Jan-21,74.3,14-Oct-20
DCM,EQ,63.8,04-Aug-21,16.65,22-Oct-20
DCMNVL,EQ,231.1,03-Aug-21,22.55,19-Oct-20
DCMSHRIRAM,EQ,1200,19-Jul-21,315.1,11-Nov-20
DCW,EQ,44.9,09-Jul-21,11,05-Aug-20
DECCANCE,EQ,846.75,04-Aug-21,241,10-Aug-20
DEEPAKFERT,BE,492.65,04-Aug-21,135.2,15-Oct-20
DEEPAKNTR,EQ,2156,03-Aug-21,567,12-Aug-20
DEEPENR,BE,89.9,21-Aug-20,30.5,22-Apr-21
DEEPINDS,EQ,119.85,03-Aug-21,33.8,27-Apr-21
DELTACORP,EQ,202,06-Jul-21,87.6,05-Aug-20
DELTAMAGNT,EQ,60.9,12-Jul-21,17,25-Sep-20
DEN,EQ,94.4,12-Oct-20,41.55,22-Apr-21
DENORA,EQ,437.95,02-Aug-21,191.1,02-Nov-20
DFMFOODS,EQ,453.8,11-Jun-21,180.25,05-Aug-20
DGCONTENT,BE,21.6,08-Jul-21,5.75,06-Aug-20
DHAMPURSUG,EQ,395,05-Jul-21,126.5,05-Aug-20
DHANBANK,EQ,20.2,08-Jul-21,11.6,18-Nov-20
DHANI,EQ,395.95,11-Jan-21,115.2,05-Aug-20
DHANUKA,EQ,1053.9,06-Jul-21,658,31-Mar-21
DHARSUGAR,BE,35.75,06-Jul-21,4,14-Oct-20
DHUNINV,EQ,705,19-Jul-21,189.7,22-Sep-20
DIAMONDYD,EQ,826.95,12-Jul-21,522.05,03-May-21
DIAPOWER,BZ,1.5,18-Jun-21,0.45,15-Oct-20
DICIND,EQ,549.9,04-Aug-21,336.05,07-Aug-20
DIGISPICE,BE,114.7,03-Mar-21,5.8,10-Aug-20
DISHTV,EQ,17.7,26-May-21,7.8,14-Aug-20
DIVISLAB,EQ,5045.2,04-Aug-21,2641,05-Aug-20
DIXON,EQ,21499,15-Mar-21,3345.15,25-Mar-21
DLF,EQ,359.25,04-Aug-21,140.35,14-Aug-20
DLINKINDIA,EQ,168.65,13-Jul-21,87.8,05-Aug-20
DMART,EQ,3624.45,05-Aug-21,1954.85,19-Oct-20
DNAMEDIA,EQ,4.45,25-Jun-21,0.3,10-Aug-20
DODLA,EQ,652,28-Jun-21,550,28-Jun-21
DOLAT,EQ,127.9,26-Jul-21,41.8,06-Nov-20
DOLLAR,EQ,390,03-Aug-21,127.7,06-Aug-20
DONEAR,EQ,67.85,29-Jul-21,23.2,03-Nov-20
DPABHUSHAN,EQ,230,05-Aug-21,70.05,22-Dec-20
DPSCLTD,EQ,20.5,10-Jun-21,9.45,22-Dec-20
DPWIRES,EQ,312.2,05-Aug-21,51.25,06-Aug-20
DRCSYSTEMS,EQ,373.35,08-Apr-21,128.8,10-Mar-21
DREDGECORP,EQ,476,22-Jun-21,232.5,02-Nov-20
DRREDDY,EQ,5614.6,07-Jul-21,4135,19-Mar-21
